x y z track_id event_id
-29.6 21.1 -307.7 0 0
-31.8 22.1 -309.7 0 0
-66.4 36.0 -339.3 0 0
-68.5 36.8 -341.1 0 0
-107.7 49.9 -374.0 0 0
-162.2 64.3 -418.9 0 0
-162.6 64.4 -419.2 0 0
-250.9 78.6 -490.5 0 0
-349.2 82.3 -568.2 0 0
-499.8 63.2 -689.2 0 0
-656.4 7.9 -821.9 0 0
-663.1 4.6 -827.9 0 0
-980.0 -284.6 -1179.9 0 0
32.2 -0.0 418.1 1 0
32.6 -0.1 422.1 1 0
44.2 -2.7 537.6 1 0
44.2 -2.6 538.1 1 0
44.6 -2.8 542.1 1 0
58.7 -5.8 682.1 1 0
72.7 -8.7 822.1 1 0
92.8 -12.7 1022.1 1 0
112.6 -16.5 1218.1 1 0
113.0 -16.6 1222.1 1 0
260.3 -43.2 2665.6 1 0
-5.9 -35.7 318.1 2 0
-5.9 -36.1 322.6 2 0
-6.6 -42.8 418.1 2 0
-6.7 -43.1 422.6 2 0
-7.7 -51.3 538.1 2 0
-7.8 -51.6 542.6 2 0
-9.3 -61.0 678.1 2 0
-9.4 -61.3 682.6 2 0
-11.3 -70.7 818.1 2 0
-11.3 -71.0 822.6 2 0
-14.7 -84.2 1018.1 2 0
-14.7 -84.5 1022.6 2 0
-18.7 -97.5 1218.1 2 0
-18.8 -97.8 1222.1 2 0
26.2 -9.1 -264.5 3 0
57.2 -34.0 -236.2 3 0
88.8 -67.7 -203.6 3 0
120.5 -116.0 -161.9 3 0
150.1 -203.2 -94.6 3 0
151.0 -209.0 -90.1 3 0
146.7 -321.1 -11.1 3 0
26.6 -491.4 135.1 3 0
18.0 -496.7 142.3 3 0
-19.2 -25.0 317.6 4 0
-19.2 -25.0 318.1 4 0
-19.3 -25.2 322.1 4 0
-22.3 -30.6 417.6 4 0
-22.3 -30.6 418.1 4 0
-22.4 -30.8 422.1 4 0
-25.9 -37.3 537.6 4 0
-26.0 -37.6 542.1 4 0
-29.9 -45.2 677.6 4 0
-30.0 -45.5 682.1 4 0
-34.0 -53.1 817.6 4 0
-34.1 -53.4 822.1 4 0
-39.8 -64.8 1022.1 4 0
-45.3 -76.2 1222.1 4 0
-32.0 2.2 -522.6 5 0
11.4 79.7 -571.6 5 0
335.8 -109.2 -1039.9 5 0
341.3 -111.8 -1043.5 5 0
-33.9 11.0 143.8 6 1
-36.0 11.1 141.3 6 1
-73.1 12.3 96.9 6 1
-117.2 14.4 44.3 6 1
-117.7 14.4 43.7 6 1
-174.1 18.3 -23.8 6 1
-260.5 26.8 -128.0 6 1
-360.9 40.1 -248.4 6 1
-501.2 65.7 -419.0 6 1
-658.0 104.2 -612.4 6 1
-812.3 152.5 -808.2 6 1
-994.3 223.9 -1041.5 6 1
-18.6 37.7 -83.0 7 1
-37.3 72.4 -414.0 7 1
-43.3 82.6 -514.0 7 1
-50.5 94.9 -634.0 7 1
-59.3 109.0 -774.0 7 1
-59.5 109.4 -778.0 7 1
-68.5 123.3 -918.0 7 1
-81.6 142.9 -1118.0 7 1
-139.8 222.1 -1961.5 7 1
-168.4 257.9 -2361.5 7 1
-196.8 293.8 -2761.5 7 1
-32.5 34.0 781.5 8 1
-32.7 34.1 786.0 8 1
-32.8 34.2 786.5 8 1
-37.5 38.1 881.5 8 1
-37.7 38.3 886.5 8 1
-43.4 43.2 1001.5 8 1
-43.6 43.3 1006.5 8 1
-50.2 49.2 1141.5 8 1
-50.4 49.4 1146.5 8 1
-56.9 55.3 1281.5 8 1
-66.2 64.1 1481.5 8 1
-75.5 73.1 1681.5 8 1
25.1 28.2 118.7 9 1
57.7 50.2 35.5 9 1
59.4 51.3 31.2 9 1
93.4 74.9 -56.6 9 1
95.1 76.2 -61.0 9 1
139.4 108.0 -176.6 9 1
206.7 158.9 -355.0 9 1
211.3 162.5 -367.2 9 1
287.4 224.0 -574.4 9 1
393.2 316.4 -871.4 9 1
449.6 368.8 -1034.5 9 1
641.0 564.7 -1610.5 9 1
751.6 691.7 -1971.5 9 1
29.5 8.9 114.2 10 1
30.0 8.9 113.2 10 1
32.0 8.8 109.2 10 1
69.8 7.7 32.5 10 1
113.3 7.3 -55.7 10 1
169.2 8.4 -169.1 10 1
254.5 13.1 -343.0 10 1
355.4 23.7 -548.0 10 1
495.3 47.5 -835.8 10 1
501.2 48.7 -848.4 10 1
588.8 69.1 -1031.5 10 1
590.8 69.5 -1034.5 10 1
860.7 157.9 -1610.5 10 1
865.1 159.8 -1621.5 10 1
3.2 42.2 146.4 11 1
10.7 82.1 111.6 11 1
19.6 124.3 74.7 11 1
32.9 178.4 26.9 11 1
33.5 180.3 25.1 11 1
59.1 264.8 -50.6 11 1
93.3 356.8 -135.2 11 1
154.4 487.4 -259.8 11 1
238.3 626.6 -401.0 11 1
338.8 757.2 -542.4 11 1
483.6 902.1 -726.8 11 1
488.4 906.1 -726.8 11 1
-90.3 -53.8 -47.1 12 2
-90.1 -128.0 -60.1 12 2
-90.1 -128.6 -60.2 12 2
28.8 273.4 15.3 12 2
106.1 359.3 34.5 12 2
240.4 453.1 62.1 12 2
440.4 514.0 97.9 12 2
662.8 499.2 141.1 12 2
671.1 497.0 141.1 12 2
983.0 287.3 222.5 12 2
-17.1 44.1 -90.2 13 2
-35.5 79.5 -127.1 13 2
-50.6 120.5 -167.7 13 2
-62.0 178.7 -221.7 13 2
-57.5 272.0 -305.7 13 2
-16.1 375.1 -406.9 13 2
122.7 500.5 -578.1 13 2
-9.6 -13.9 57.5 14 2
-23.2 -51.2 195.8 14 2
-39.2 -90.7 345.0 14 2
-39.9 -92.5 351.6 14 2
-62.3 -142.0 542.5 14 2
-101.6 -219.1 846.9 14 2
-146.4 -294.6 1156.0 14 2
-191.7 -361.7 1442.0 14 2
-242.6 -429.5 1742.0 14 2
-303.9 -504.0 2086.0 14 2
-304.2 -504.3 2089.0 14 2
-447.9 -665.9 2885.0 14 2
-2.8 50.0 43.7 15 2
-10.0 88.4 173.1 15 2
-21.3 131.4 320.1 15 2
-82.2 263.2 804.5 15 2
-147.5 346.4 1159.0 15 2
-208.7 402.3 1445.0 15 2
-279.0 450.3 1742.0 15 2
-361.3 493.6 2086.0 15 2
-530.0 570.1 2885.0 15 2
-30.5 -5.2 -466.1 16 3
-59.2 4.8 -754.1 16 3
-59.6 5.0 -758.1 16 3
-69.0 8.9 -854.1 16 3
-69.4 9.0 -858.1 16 3
-80.7 13.8 -974.1 16 3
-81.0 13.9 -978.1 16 3
-94.2 19.8 -1114.1 16 3
-107.6 26.3 -1254.1 16 3
-108.0 26.5 -1258.1 16 3
-126.6 36.2 -1454.1 16 3
-127.0 36.5 -1458.1 16 3
-145.3 46.9 -1654.1 16 3
-239.2 113.4 -2701.6 16 3
-274.6 141.0 -3101.6 16 3
22.3 10.0 -28.2 17 3
51.7 35.7 128.8 17 3
53.5 37.0 137.7 17 3
89.0 60.2 309.5 17 3
118.6 73.5 441.9 17 3
119.5 73.9 445.9 17 3
142.6 81.3 545.9 17 3
