x y z track_id event_id
237.1 286.7 149.6 0 0
311.0 403.9 -99.7 0 0
456.1 493.2 -411.7 0 0
462.5 495.2 -423.9 0 0
673.4 490.7 -821.5 0 0
835.8 380.9 -1196.0 0 0
891.1 257.2 -1473.0 0 0
-43.7 5.8 627.5 1 0
-44.0 5.7 631.5 1 0
-44.0 5.8 632.0 1 0
-51.0 3.7 727.5 1 0
-51.3 3.6 731.5 1 0
-59.8 0.9 847.5 1 0
-70.0 -2.5 987.5 1 0
-80.1 -6.1 1127.5 1 0
-94.3 -11.5 1327.5 1 0
-108.4 -17.2 1527.5 1 0
-108.7 -17.3 1531.5 1 0
-29.1 0.9 627.0 2 0
-29.4 0.8 631.5 2 0
-29.4 0.8 632.0 2 0
-34.1 -1.7 727.0 2 0
-34.3 -1.9 731.5 2 0
-40.1 -4.9 847.0 2 0
-40.3 -5.0 851.5 2 0
-47.1 -8.6 987.0 2 0
-47.3 -8.7 991.5 2 0
-54.0 -12.3 1127.0 2 0
-54.3 -12.4 1131.5 2 0
-64.0 -17.6 1327.0 2 0
-64.2 -17.7 1331.5 2 0
-73.9 -23.0 1527.0 2 0
-74.1 -23.1 1531.5 2 0
-8.7 -18.7 627.0 3 0
-8.7 -18.7 627.5 3 0
-8.8 -19.0 632.0 3 0
-10.2 -24.7 727.0 3 0
-10.2 -24.7 727.5 3 0
-10.3 -25.0 732.0 3 0
-12.0 -31.8 847.0 3 0
-12.0 -32.2 852.0 3 0
-14.0 -40.2 987.0 3 0
-14.1 -40.5 992.0 3 0
-16.1 -48.9 1132.0 3 0
-18.9 -60.9 1332.0 3 0
-21.6 -72.9 1532.0 3 0
-30.8 15.3 34.1 4 0
-32.2 15.3 34.4 4 0
-71.5 12.8 43.4 4 0
-114.6 8.3 53.2 4 0
-170.9 -0.2 66.0 4 0
-258.1 -19.8 86.3 4 0
-352.6 -50.0 107.9 4 0
-480.0 -108.0 140.3 4 0
-621.0 -198.9 177.5 4 0
-753.1 -318.7 219.3 4 0
-884.7 -495.5 262.5 4 0
9.1 29.2 14.4 5 1
-5.4 66.3 7.3 5 1
-23.7 107.7 -0.7 5 1
-48.4 157.2 -10.3 5 1
-93.2 234.4 -26.5 5 1
-149.1 314.5 -43.3 5 1
-242.9 422.1 -68.5 5 1
-370.3 531.7 -97.3 5 1
-512.7 620.9 -123.7 5 1
-515.7 622.5 -129.5 5 1
-718.6 705.3 -161.9 5 1
-12.0 0.9 -1.4 6 1
-51.8 2.3 -32.9 6 1
-95.4 2.8 -67.2 6 1
-151.3 1.6 -111.7 6 1
-151.8 1.6 -112.1 6 1
-239.6 -4.2 -182.3 6 1
-337.6 -16.2 -260.5 6 1
9.4 28.8 -228.4 7 1
-2.1 68.9 -569.6 7 1
-2.2 69.5 -574.6 7 1
-4.9 80.7 -669.6 7 1
-8.1 95.1 -789.6 7 1
-11.3 112.1 -930.1 7 1
-11.4 112.6 -934.1 7 1
-14.1 129.1 -1070.1 7 1
-17.3 153.5 -1270.1 7 1
-23.3 258.1 -2117.6 7 1
-23.7 308.8 -2517.6 7 1
-24.9 359.4 -2917.6 7 1
24.5 -32.6 -64.9 8 1
27.9 -72.6 -171.7 8 1
34.1 -115.5 -287.4 8 1
34.4 -117.4 -292.6 8 1
46.3 -171.3 -439.5 8 1
73.7 -252.8 -670.5 8 1
120.7 -345.2 -947.1 8 1
122.4 -347.9 -955.6 8 1
174.2 -420.4 -1193.6 8 1
247.1 -496.7 -1473.6 8 1
333.3 -564.2 -1767.6 8 1
443.1 -626.4 -2119.6 8 1
573.6 -685.8 -2516.6 8 1
581.3 -693.1 -2524.6 8 1
582.7 -693.3 -2527.6 8 1
51.0 -42.6 625.9 9 1
51.3 -42.9 629.9 9 1
56.9 -49.2 725.9 9 1
57.1 -49.5 729.9 9 1
63.9 -56.9 845.9 9 1
64.2 -57.1 849.9 9 1
72.7 -66.0 989.9 9 1
81.3 -74.7 1129.9 9 1
93.8 -86.5 1325.9 9 1
94.1 -86.8 1329.9 9 1
107.0 -98.1 1525.9 9 1
107.3 -98.3 1529.9 9 1
214.5 -181.9 2976.4 9 1
-22.7 45.2 -734.8 10 2
-22.9 45.4 -738.8 10 2
-22.9 45.4 -739.3 10 2
-25.6 50.0 -854.8 10 2
-25.7 50.2 -858.8 10 2
-25.7 50.2 -859.3 10 2
-28.9 55.7 -994.8 10 2
