x y z track_id event_id
-18.4 25.3 -197.2 0 0
-17.9 23.5 -199.3 0 0
24.9 -66.1 -316.6 0 0
51.8 -101.3 -368.9 0 0
90.5 -139.8 -433.0 0 0
91.9 -141.0 -435.2 0 0
167.1 -189.6 -542.5 0 0
272.2 -221.8 -674.4 0 0
440.9 -203.3 -880.7 0 0
6.3 -47.3 518.2 1 0
6.4 -47.6 522.2 1 0
6.4 -47.6 522.7 1 0
10.6 -53.8 618.2 1 0
10.8 -54.1 622.2 1 0
15.9 -61.6 738.2 1 0
22.2 -70.6 878.2 1 0
28.8 -79.4 1018.2 1 0
38.3 -91.9 1218.2 1 0
48.2 -104.1 1418.2 1 0
-47.1 -22.7 -67.9 2 0
-83.1 -39.4 -63.1 2 0
-123.3 -55.9 -57.6 2 0
-175.7 -74.2 -50.7 2 0
-177.7 -74.8 -50.5 2 0
-262.4 -97.0 -39.6 2 0
-361.8 -113.3 -27.0 2 0
-364.7 -113.6 -26.4 2 0
-18.0 24.9 618.2 3 0
-18.0 25.1 622.2 3 0
-18.0 25.1 622.7 3 0
-17.9 30.6 738.2 3 0
-17.9 30.8 742.2 3 0
-17.8 37.3 878.2 3 0
-17.7 37.5 882.2 3 0
-17.5 44.0 1018.2 3 0
-17.6 44.2 1022.2 3 0
-17.2 53.6 1218.2 3 0
-17.2 53.8 1222.2 3 0
-16.8 63.2 1418.2 3 0
-16.9 63.4 1422.2 3 0
-36.9 -33.8 -63.3 4 0
-56.9 -67.4 -51.9 4 0
-57.8 -69.1 -51.4 4 0
-75.0 -108.3 -38.7 4 0
-91.2 -162.4 -21.9 4 0
-91.6 -164.3 -21.4 4 0
-99.6 -250.7 4.6 4 0
-99.3 -257.4 7.0 4 0
-79.0 -361.1 37.5 4 0
18.3 -507.5 93.2 4 0
254.4 -606.9 180.6 4 0
-49.8 -13.9 21.6 5 0
-88.2 -22.4 152.7 5 0
-90.1 -22.8 159.0 5 0
-130.9 -33.5 299.7 5 0
-271.1 -83.9 797.2 5 0
-362.1 -128.7 1138.7 5 0
-435.3 -170.9 1421.7 5 0
-508.6 -219.6 1721.7 5 0
-590.2 -280.3 2068.7 5 0
-770.1 -425.6 2864.7 5 0
42.7 -8.7 -307.8 6 1
75.2 -30.6 -480.6 6 1
130.0 -62.2 -758.7 6 1
150.3 -72.4 -858.7 6 1
151.1 -72.9 -862.7 6 1
259.8 -116.5 -1379.2 6 1
320.9 -133.7 -1656.2 6 1
390.1 -148.1 -1965.2 6 1
468.8 -158.7 -2315.2 6 1
557.7 -166.7 -2706.2 6 1
558.8 -166.9 -2709.2 6 1
649.7 -175.8 -3106.2 6 1
-8.8 35.3 -758.2 7 1
-9.0 35.5 -762.7 7 1
-13.2 39.3 -858.2 7 1
-13.4 39.5 -862.7 7 1
-18.5 44.2 -978.2 7 1
-18.7 44.4 -982.7 7 1
-24.7 49.7 -1118.2 7 1
-24.9 49.9 -1122.7 7 1
-31.0 55.1 -1258.2 7 1
-31.3 55.3 -1262.7 7 1
-40.1 62.8 -1458.2 7 1
-49.4 70.4 -1658.2 7 1
47.6 17.3 -107.7 8 1
87.7 27.6 -42.4 8 1
129.5 40.2 26.5 8 1
181.8 59.3 114.5 8 1
262.0 95.4 253.7 8 1
351.1 147.0 417.7 8 1
466.5 236.2 650.7 8 1
577.9 354.9 909.2 8 1
582.1 360.3 919.9 8 1
714.6 581.1 1333.8 8 1
719.9 589.4 1344.8 8 1
-93.4 246.8 -651.1 9 1
-105.2 348.8 -748.1 9 1
