x y z track_id event_id
82.7 -22.2 53.5 0 0
126.4 -17.9 38.2 0 0
128.4 -17.8 37.5 0 0
184.0 -16.0 17.9 0 0
267.0 -20.1 -11.9 0 0
272.6 -20.8 -13.1 0 0
368.9 -37.7 -47.9 0 0
507.0 -84.6 -100.5 0 0
653.6 -168.4 -160.5 0 0
784.8 -286.4 -219.1 0 0
916.0 -489.5 -311.3 0 0
-13.3 5.5 -65.8 1 0
-53.2 13.8 -156.9 1 0
-96.0 26.9 -256.5 1 0
-147.2 48.2 -379.8 1 0
-148.9 49.0 -383.9 1 0
-223.9 93.6 -578.1 1 0
-299.8 159.7 -799.6 1 0
-388.0 287.3 -1140.0 1 0
-428.5 404.8 -1414.0 1 0
-426.8 698.2 -2063.0 1 0
-374.0 854.3 -2471.0 1 0
16.5 13.5 86.6 2 0
28.6 52.0 82.4 2 0
49.3 92.7 77.5 2 0
83.8 139.4 72.6 2 0
-3.6 11.5 -37.7 3 0
-20.0 47.7 -183.2 3 0
-36.5 88.6 -344.5 3 0
-51.9 132.1 -513.5 3 0
-77.7 223.7 -861.1 3 0
-92.3 296.6 -1131.0 3 0
-102.7 374.4 -1420.0 3 0
-108.8 456.3 -1720.0 3 0
-110.7 550.8 -2061.0 3 0
-110.6 551.0 -2064.0 3 0
-108.4 661.9 -2464.0 3 0
-107.5 771.2 -2860.0 3 0
-9.2 7.2 64.6 4 0
-32.4 40.9 43.0 4 0
-53.1 78.7 20.1 4 0
-75.3 132.2 -10.6 4 0
-88.9 329.8 -116.7 4 0
-30.9 479.4 -202.3 4 0
140.3 629.9 -324.5 4 0
-27.4 10.5 1104.8 5 1
-27.6 10.6 1108.8 5 1
-27.6 10.6 1109.3 5 1
-32.4 12.5 1244.8 5 1
-32.5 12.6 1248.8 5 1
-32.5 12.6 1249.3 5 1
-37.3 14.5 1384.8 5 1
-37.5 14.5 1388.8 5 1
-37.5 14.6 1389.3 5 1
-44.7 17.2 1589.3 5 1
-51.8 19.5 1784.8 5 1
-51.9 19.5 1789.3 5 1
-30.7 -2.5 66.8 6 1
-32.8 -2.5 52.6 6 1
-84.9 -3.3 -310.7 6 1
-85.6 -3.3 -315.7 6 1
-100.0 -3.9 -415.7 6 1
-116.5 -4.8 -531.2 6 1
-117.1 -4.8 -535.2 6 1
-137.2 -6.1 -675.2 6 1
-157.2 -7.7 -815.2 6 1
-256.1 -19.9 -1511.7 6 1
-306.1 -28.5 -1861.7 6 1
-361.9 -39.6 -2261.7 6 1
-417.2 -51.6 -2664.7 6 1
-417.4 -51.6 -2667.7 6 1
-21.4 -25.5 324.7 7 1
-22.5 -26.7 326.0 7 1
-49.4 -55.7 355.3 7 1
-77.7 -88.1 387.2 7 1
-112.9 -131.7 428.7 7 1
-165.9 -205.6 495.8 7 1
6.4 -34.4 299.0 8 1
11.5 -73.5 320.2 8 1
15.2 -117.1 343.8 8 1
15.3 -119.0 344.8 8 1
16.2 -174.4 374.9 8 1
9.9 -259.9 421.6 8 1
-11.3 -365.7 480.2 8 1
-58.6 -495.4 554.4 8 1
-61.2 -500.9 558.0 8 1
-149.8 -645.9 648.0 8 1
-151.7 -648.3 649.0 8 1
-275.5 -776.3 747.4 8 1
-484.0 -898.9 877.8 8 1
-490.8 -901.5 877.8 8 1
-33.1 -13.7 -311.2 9 1
-33.3 -13.8 -315.2 9 1
-38.9 -15.2 -411.2 9 1
-39.2 -15.2 -415.2 9 1
-46.0 -16.7 -531.2 9 1
-46.2 -16.8 -535.2 9 1
-54.2 -18.4 -671.2 9 1
-54.5 -18.4 -675.2 9 1
-62.5 -19.8 -811.2 9 1
-74.4 -21.5 -1011.2 9 1
-86.4 -23.0 -1211.2 9 1
-14.1 -72.6 315.1 10 1
-13.9 -74.8 316.0 10 1
-9.9 -118.9 333.8 10 1
-9.2 -174.0 356.1 10 1
-9.2 -174.5 356.3 10 1
