x y z track_id event_id
3.3 35.4 -6.8 0 0
3.3 36.8 -20.4 0 0
1.4 68.4 -312.3 0 0
1.4 68.8 -316.3 0 0
0.5 79.6 -416.3 0 0
-0.8 92.5 -536.3 0 0
-2.5 107.5 -676.3 0 0
-4.4 122.1 -812.3 0 0
-4.4 122.5 -816.3 0 0
-7.5 143.5 -1012.3 0 0
-7.5 143.9 -1016.3 0 0
-11.0 164.7 -1212.3 0 0
-11.1 165.1 -1216.3 0 0
-33.8 273.7 -2259.8 0 0
-42.5 313.8 -2659.8 0 0
-11.2 -24.2 299.3 1 0
-33.0 -58.7 324.0 1 0
-59.1 -94.3 351.0 1 0
-95.6 -136.4 384.9 1 0
-160.9 -196.4 438.5 1 0
-163.3 -198.3 440.7 1 0
-246.5 -254.4 501.9 1 0
-252.3 -257.6 506.1 1 0
-381.9 -311.9 591.7 1 0
-564.0 -339.3 703.1 1 0
-750.8 -314.9 816.9 1 0
-996.9 -181.2 990.5 1 0
35.7 4.1 580.2 2 0
37.2 4.1 594.0 2 0
68.8 7.4 888.2 2 0
79.6 9.0 988.2 2 0
92.4 11.4 1108.2 2 0
121.6 17.9 1383.7 2 0
142.6 23.7 1583.7 2 0
163.4 30.0 1783.7 2 0
272.7 66.8 2834.2 2 0
316.5 79.2 3231.2 2 0
-6.1 33.0 312.4 3 0
-18.6 71.1 347.0 3 0
-31.5 113.8 385.4 3 0
-46.3 168.2 434.0 3 0
-66.9 256.7 512.7 3 0
-83.8 349.3 593.5 3 0
-101.2 491.6 716.3 3 0
-108.6 650.9 853.7 3 0
-108.7 653.9 856.3 3 0
-103.6 814.8 990.5 3 0
-79.3 1015.4 1164.1 3 0
-78.3 1021.6 1174.9 3 0
-27.7 4.8 276.5 4 0
-30.2 4.8 275.7 4 0
-67.5 4.3 263.9 4 0
-69.6 4.2 263.2 4 0
-112.8 1.1 249.4 4 0
-167.3 -7.1 231.8 4 0
-254.5 -30.0 203.7 4 0
-349.0 -70.0 171.3 4 0
