x y z track_id event_id
-51.2 8.4 -232.5 0 0
-124.4 -220.5 -183.8 0 0
-126.1 -222.9 -184.0 0 0
-191.2 -304.1 -164.8 0 0
-314.8 -392.3 -136.0 0 0
-496.7 -442.7 -101.2 0 0
-720.4 -406.1 -55.8 0 0
24.4 23.0 -523.8 1 0
24.7 23.1 -528.3 1 0
31.7 24.6 -623.8 1 0
32.0 24.7 -628.3 1 0
40.4 26.6 -743.8 1 0
-27.8 -16.2 101.8 2 0
-36.2 -54.5 139.5 2 0
-44.0 -99.4 183.1 2 0
-50.6 -154.6 236.5 2 0
-54.2 -242.6 320.4 2 0
-48.3 -341.3 415.0 2 0
-21.0 -483.5 553.2 2 0
39.4 -647.0 720.4 2 0
125.3 -793.1 882.0 2 0
275.9 -960.5 1098.8 2 0
9.4 1.7 -110.1 3 0
11.5 0.8 -123.5 3 0
45.5 -13.7 -342.6 3 0
46.0 -13.9 -345.6 3 0
73.8 -25.2 -523.8 3 0
89.5 -31.4 -623.8 3 0
108.3 -38.5 -743.8 3 0
130.4 -46.6 -883.8 3 0
216.5 -75.4 -1421.3 3 0
265.2 -89.8 -1721.3 3 0
265.3 -89.8 -1724.3 3 0
323.2 -105.7 -2074.3 3 0
389.1 -123.0 -2477.3 3 0
455.3 -140.5 -2877.3 3 0
427.6 -472.9 -82.7 4 0
380.1 -288.1 -431.2 4 0
376.9 -282.9 -442.3 4 0
278.8 -186.2 -696.6 4 0
183.9 -147.0 -884.2 4 0
-192.2 -564.2 1572.7 4 0
-200.6 -413.1 1878.7 4 0
-126.7 -257.6 2222.7 4 0
232.6 -36.5 3019.7 4 0
-41.3 37.6 76.2 5 0
-42.8 39.2 76.6 5 0
-95.7 101.1 90.1 5 0
-97.0 102.8 90.5 5 0
-130.2 147.3 99.5 5 0
-177.8 221.0 114.4 5 0
-223.7 308.9 129.8 5 0
-274.8 441.1 153.8 5 0
-311.3 602.1 181.4 5 0
-312.2 608.1 182.6 5 0
-323.5 773.4 215.0 5 0
-298.9 998.7 253.2 5 0
-243.7 -71.8 -780.3 6 1
-336.8 -112.2 -780.3 6 1
-455.6 -204.2 -780.3 6 1
-558.0 -356.3 -781.5 6 1
-598.4 -561.6 -788.7 6 1
42.5 -10.3 -155.0 7 1
81.6 1.1 -139.6 7 1
121.1 19.7 -122.3 7 1
168.7 55.2 -99.1 7 1
225.5 133.4 -60.5 7 1
247.2 259.7 -10.3 7 1
-4.6 12.6 -160.2 8 1
-20.5 49.4 -135.4 8 1
-32.8 92.3 -107.6 8 1
-39.6 149.7 -72.0 8 1
-27.4 240.6 -12.7 8 1
-25.7 246.2 -9.1 8 1
26.2 346.4 66.5 8 1
180.8 454.5 190.2 8 1
189.3 457.1 196.1 8 1
-6.6 11.5 -184.5 9 1
-29.4 43.5 -191.2 9 1
-30.5 45.0 -191.5 9 1
-57.4 79.3 -199.0 9 1
-93.7 120.8 -208.6 9 1
-158.0 183.7 -223.5 9 1
-236.9 245.8 -241.3 9 1
-362.3 319.1 -267.7 9 1
-519.3 376.6 -296.5 9 1
-692.8 405.0 -327.7 9 1
-923.3 390.8 -365.9 9 1
181.3 -1.5 -148.2 10 1
183.1 -0.9 -147.9 10 1
272.9 22.1 -132.3 10 1
364.7 33.1 -118.1 10 1
505.4 27.6 -96.1 10 1
511.6 26.8 -95.3 10 1
666.8 -15.1 -70.1 10 1
672.6 -17.4 -69.5 10 1
821.9 -101.6 -46.1 10 1
827.4 -105.6 -46.1 10 1
994.7 -289.4 -7.9 10 1
35.4 20.0 421.9 11 1
35.5 20.2 425.9 11 1
39.6 26.0 521.9 11 1
39.7 26.2 525.9 11 1
44.6 33.1 641.9 11 1
44.8 33.4 645.9 11 1
50.5 41.4 781.9 11 1
50.6 41.6 785.9 11 1
56.4 49.7 921.9 11 1
56.6 50.0 925.9 11 1
65.1 61.8 1125.9 11 1
73.6 73.6 1325.9 11 1
-9.7 19.0 101.3 12 2
-35.2 50.4 342.9 12 2
-53.1 71.6 509.0 12 2
-63.9 84.3 609.0 12 2
-77.0 99.4 729.0 12 2
-92.5 116.9 869.0 12 2
-153.4 182.4 1405.5 12 2
-187.9 217.7 1705.5 12 2
-228.9 258.5 2055.5 12 2
-276.5 305.2 2461.5 12 2
-322.8 350.8 2861.5 12 2
-9.7 -31.4 -162.9 13 2
-36.3 -61.6 -250.1 13 2
-67.5 -91.2 -343.9 13 2
-112.6 -126.0 -468.4 13 2
-190.3 -168.1 -661.4 13 2
-193.1 -169.3 -668.7 13 2
-293.6 -198.2 -899.6 13 2
-299.8 -199.3 -913.4 13 2
-480.3 -193.7 -1314.5 13 2
-596.5 -148.9 -1591.5 13 2
-795.7 48.4 -2237.5 13 2
-848.2 192.4 -2640.5 13 2
-847.5 194.9 -2648.5 13 2
5.6 -37.0 -70.1 14 2
1.6 -77.2 -45.1 14 2
-1.2 -122.1 -17.2 14 2
-2.3 -177.4 17.3 14 2
2.1 -269.5 75.2 14 2
15.2 -365.3 136.4 14 2
49.3 -502.6 225.9 14 2
112.4 -656.7 331.6 14 2
200.0 -801.7 438.2 14 2
342.7 -965.6 579.4 14 2
-51.8 -42.1 189.1 15 2
-92.7 -61.5 331.3 15 2
-147.4 -75.4 509.0 15 2
-241.1 -72.5 800.4 15 2
-23.1 11.6 -690.5 16 2
-23.1 11.6 -691.0 16 2
-23.4 11.7 -695.5 16 2
-28.5 14.7 -791.0 16 2
-28.8 14.8 -795.5 16 2
-35.0 18.3 -911.0 16 2
-35.2 18.5 -915.5 16 2
-42.5 22.7 -1051.0 16 2
-42.7 22.8 -1055.5 16 2
-49.9 27.1 -1191.0 16 2
-50.2 27.2 -1195.5 16 2
-60.8 33.7 -1395.5 16 2
-71.4 40.3 -1595.5 16 2
-23.0 -40.2 -154.7 17 3
-54.0 -65.7 -140.6 17 3
-88.8 -92.5 -125.1 17 3
-135.2 -125.5 -104.8 17 3
-206.1 -171.0 -74.5 17 3
-211.5 -174.1 -72.7 17 3
-295.4 -219.7 -38.5 17 3
-430.4 -278.6 14.1 17 3
-587.4 -327.0 72.9 17 3
-743.1 -355.3 124.3 17 3
-959.7 -364.9 205.7 17 3
-21.1 -44.5 -177.4 18 3
-48.2 -73.5 -203.3 18 3
-78.6 -103.3 -230.8 18 3
-120.5 -140.6 -267.2 18 3
-193.8 -196.4 -327.1 18 3
-277.2 -247.7 -391.9 18 3
-407.3 -307.3 -486.5 18 3
-571.2 -352.8 -599.1 18 3
-738.7 -369.9 -710.5 18 3
-959.9 -349.2 -853.9 18 3
-966.4 -347.9 -862.5 18 3
29.5 46.1 -333.9 19 3
42.7 88.1 -472.6 19 3
43.3 90.1 -479.2 19 3
63.2 230.9 -930.3 19 3
63.3 234.1 -940.1 19 3
48.9 369.3 -1373.2 19 3
48.2 371.8 -1382.2 19 3
22.9 455.4 -1659.2 19 3
-13.8 537.5 -1953.2 19 3
-68.9 625.5 -2303.2 19 3
-69.4 626.5 -2306.2 19 3
-198.4 788.6 -3102.2 19 3
-21.1 3.8 86.1 20 3
-22.7 5.5 104.7 20 3
-51.7 35.8 439.8 20 3
-52.1 36.2 444.3 20 3
-60.9 45.1 544.3 20 3
-83.5 67.7 800.3 20 3
-95.9 79.9 940.3 20 3
-113.9 97.3 1140.3 20 3
-190.2 169.0 1987.8 20 3
-226.4 202.4 2387.8 20 3
-262.4 235.8 2787.8 20 3
19.8 30.9 326.4 21 4
21.0 32.1 327.8 21 4
45.9 62.3 359.9 21 4
70.7 99.2 396.3 21 4
95.9 148.5 441.5 21 4
96.7 150.3 443.2 21 4
124.9 239.4 519.2 21 4
133.0 340.8 602.4 21 4
94.7 498.1 735.7 21 4
-48.4 669.2 925.0 21 4
-630.1 564.1 1518.1 21 4
-570.5 54.4 2096.1 21 4
-285.0 -61.7 2449.1 21 4
29.1 7.3 340.7 22 4
31.5 7.2 343.4 22 4
69.5 4.5 386.8 22 4
113.9 -0.3 437.5 22 4
168.1 -8.6 499.5 22 4
251.9 -27.0 596.6 22 4
352.1 -58.1 715.6 22 4
485.7 -117.5 882.0 22 4
622.9 -202.6 1067.2 22 4
625.3 -204.4 1071.2 22 4
750.2 -311.0 1262.7 22 4
-53.4 29.1 898.6 23 4
-53.8 29.2 902.6 23 4
-62.1 32.4 998.6 23 4
-72.5 36.4 1118.6 23 4
-84.7 40.9 1258.6 23 4
-96.9 45.3 1398.6 23 4
-114.3 51.5 1598.6 23 4
-114.7 51.7 1602.6 23 4
-131.8 57.6 1798.6 23 4
-132.2 57.7 1802.6 23 4
-258.0 97.8 3246.1 23 4
3.8 -22.7 596.5 24 4
11.5 -53.9 898.1 24 4
14.3 -64.2 998.1 24 4
17.9 -76.7 1118.1 24 4
27.2 -105.4 1398.6 24 4
27.4 -105.8 1402.6 24 4
34.5 -125.5 1598.6 24 4
34.7 -126.0 1602.6 24 4
42.7 -146.2 1802.6 24 4
90.9 -250.7 2849.1 24 4
111.2 -291.9 3249.1 24 4
-33.7 10.6 209.0 25 4
-74.2 15.4 97.2 25 4
-116.9 22.8 -21.8 25 4
-119.0 23.3 -27.5 25 4
-171.4 36.7 -176.6 25 4
-173.4 37.3 -182.4 25 4
-254.0 67.8 -418.2 25 4
-345.6 117.4 -701.8 25 4
-411.9 164.5 -923.9 25 4
-488.8 233.0 -1203.9 25 4
-560.3 313.8 -1494.9 25 4
-634.9 421.0 -1843.9 25 4
-700.7 547.1 -2243.9 25 4
-700.2 547.3 -2246.9 25 4
-706.3 553.7 -2254.9 25 4
26.2 -11.5 898.1 26 4
26.3 -11.5 898.6 26 4
26.5 -11.7 903.1 26 4
30.9 -14.9 998.1 26 4
31.1 -15.1 1003.1 26 4
36.5 -19.1 1118.1 26 4
36.8 -19.3 1123.1 26 4
43.0 -24.1 1258.1 26 4
43.2 -24.2 1263.1 26 4
49.5 -29.0 1398.1 26 4
49.7 -29.2 1403.1 26 4
58.6 -36.1 1598.1 26 4
58.8 -36.3 1603.1 26 4
67.6 -43.3 1798.1 26 4
67.8 -43.5 1803.1 26 4
-30.7 -6.9 325.7 27 4
-64.2 -27.3 362.5 27 4
-100.5 -53.3 404.2 27 4
-143.1 -89.7 456.7 27 4
-204.3 -156.3 542.0 27 4
-261.4 -242.9 639.0 27 4
-314.1 -377.6 774.7 27 4
-329.5 -563.7 951.6 27 4
-280.3 -763.9 1151.6 27 4
46.0 -12.1 -42.5 28 5
86.6 -19.2 -49.4 28 5
129.0 -30.8 -56.6 28 5
180.8 -52.3 -65.9 28 5
260.1 -103.1 -81.5 28 5
334.3 -180.0 -95.9 28 5
403.8 -322.0 -117.3 28 5
402.2 -543.4 -147.9 28 5
194.6 -806.3 -198.9 28 5
187.9 -809.9 -204.7 28 5
180.3 -813.7 -198.9 28 5
173.7 -816.9 -204.7 28 5
-68.0 -854.7 -1261.8 28 5
9.7 -40.7 -19.0 29 5
0.9 -79.2 7.0 29 5
0.4 -81.2 8.4 29 5
-12.3 -121.7 36.1 29 5
-12.9 -123.5 37.4 29 5
-34.1 -173.9 72.5 29 5
-81.6 -253.4 131.3 29 5
-152.4 -331.9 197.7 29 5
-276.2 -416.8 292.3 29 5
-457.5 -468.8 414.3 29 5
-460.8 -469.2 416.9 29 5
-683.1 -445.2 565.3 29 5
-986.6 -190.7 833.4 29 5
-993.3 -177.9 841.9 29 5
37.6 -31.1 3.3 30 5
38.6 -32.2 5.1 30 5
65.3 -60.0 54.1 30 5
66.7 -61.5 56.7 30 5
94.2 -94.4 111.1 30 5
127.2 -140.3 183.0 30 5
169.1 -214.4 291.1 30 5
206.5 -309.7 421.5 30 5
208.3 -315.7 429.5 30 5
233.8 -458.3 613.6 30 5
234.2 -464.9 622.0 30 5
222.4 -635.7 841.9 30 5
131.7 -872.8 1167.2 30 5
129.9 -873.4 1170.2 30 5
127.3 -871.3 1175.2 30 5
-41.1 -36.3 550.2 31 5
-41.5 -36.5 554.7 31 5
-50.7 -40.3 650.2 31 5
-51.1 -40.5 654.7 31 5
-62.7 -45.0 774.7 31 5
-76.5 -49.9 914.7 31 5
-90.3 -54.5 1054.7 31 5
-110.3 -60.3 1254.7 31 5
-130.1 -65.4 1450.7 31 5
-130.5 -65.4 1454.7 31 5
-282.4 -86.5 2901.2 31 5
-29.9 -18.8 -349.7 32 6
-68.6 -25.1 -350.6 32 6
-112.4 -34.0 -351.8 32 6
-166.9 -47.6 -353.3 32 6
-251.9 -75.3 -355.5 32 6
-344.9 -115.1 -357.9 32 6
-468.2 -184.5 -361.5 32 6
-602.9 -287.3 -365.1 32 6
-718.9 -408.3 -368.2 32 6
-840.3 -592.3 -374.7 32 6
19.8 12.5 -214.9 33 6
39.9 47.4 -52.3 33 6
59.4 85.7 121.4 33 6
72.6 114.8 250.3 33 6
82.0 137.7 350.3 33 6
-15.8 11.2 -462.4 34 6
-41.3 42.8 -608.1 34 6
-70.7 74.7 -764.5 34 6
-108.7 109.5 -949.7 34 6
-183.3 162.7 -1279.9 34 6
-252.0 199.2 -1563.2 34 6
-253.1 199.8 -1566.2 34 6
-326.3 228.1 -1852.2 34 6
-405.6 248.4 -2152.2 34 6
-494.9 260.3 -2493.2 34 6
-596.5 263.3 -2893.2 34 6
14.8 -44.1 -250.9 35 6
15.4 -45.8 -245.4 35 6
28.2 -81.5 -130.7 35 6
40.4 -123.4 1.3 35 6
40.5 -123.9 2.8 35 6
60.5 -269.1 448.1 35 6
50.1 -407.1 870.8 35 6
49.9 -407.6 873.8 35 6
26.9 -496.6 1156.8 35 6
-7.0 -584.7 1450.8 35 6
-57.2 -683.0 1800.8 35 6
-119.1 -781.6 2199.8 35 6
