x y z track_id event_id time_left time_right
-18.974486354127837 -34.37575810334401 -383.2523163461562 0 9 0.5770384615384615 0.8075769230769231
-44.49758635412783 -71.26675810334402 -733.9993163461562 0 9 0.5770384615384615 0.8075769230769231
-52.04878635412784 -81.57955810334401 -833.9993163461562 0 9 0.5770384615384615 0.8075769230769231
-61.309686354127834 -93.88685810334401 -953.9993163461562 0 9 0.5770384615384615 0.8075769230769231
-72.31658635412784 -108.09705810334401 -1093.9993163461563 0 9 0.5770384615384615 0.8075769230769231
-83.61228635412785 -122.10905810334401 -1233.9993163461563 0 9 0.5770384615384615 0.8075769230769231
-100.14818635412784 -141.737058103344 -1433.9993163461563 0 9 0.5770384615384615 0.8075769230769231
-175.07078635412782 -220.39905810334403 -2277.4993163461563 0 9 0.5770384615384615 0.8075769230769231
-212.24778635412784 -254.996058103344 -2677.4993163461563 0 9 0.5770384615384615 0.8075769230769231
-250.28278635412784 -288.874058103344 -3077.4993163461563 0 9 0.5770384615384615 0.8075769230769231
-27.27615662114137 -44.55175300634333 -869.4559036293826 1 7 0.42319230769230765 0.6537307692307692
-27.55005662114137 -44.86525300634334 -873.9559036293826 1 7 0.42319230769230765 0.6537307692307692
-33.60505662114137 -51.49995300634333 -969.4559036293826 1 7 0.42319230769230765 0.6537307692307692
-33.85465662114137 -51.827953006343336 -973.9559036293826 1 7 0.42319230769230765 0.6537307692307692
-40.988656621141374 -59.991053006343336 -1089.4559036293826 1 7 0.42319230769230765 0.6537307692307692
-41.29865662114136 -60.289853006343336 -1093.9559036293826 1 7 0.42319230769230765 0.6537307692307692
-49.509356621141364 -69.96745300634333 -1229.4559036293826 1 7 0.42319230769230765 0.6537307692307692
-69.51765662114137 -94.76255300634332 -1569.4559036293826 1 7 0.42319230769230765 0.6537307692307692
-69.75585662114136 -95.05995300634333 -1573.4559036293826 1 7 0.42319230769230765 0.6537307692307692
-80.75575662114136 -109.70495300634335 -1769.4559036293826 1 7 0.42319230769230765 0.6537307692307692
-153.16045662114138 -223.48895300634334 -3216.9559036293826 1 7 0.42319230769230765 0.6537307692307692
-153.95645662114137 -224.57595300634335 -3219.9559036293826 1 7 0.42319230769230765 0.6537307692307692
37.35884337885863 13.639546993656666 546.0440963706174 2 7 0.42319230769230765 0.6537307692307692
37.47664337885863 13.713846993656666 550.5440963706174 2 7 0.42319230769230765 0.6537307692307692
37.48104337885863 13.767046993656667 551.0440963706174 2 7 0.42319230769230765 0.6537307692307692
41.65824337885863 16.743246993656665 686.0440963706174 2 7 0.42319230769230765 0.6537307692307692
41.79054337885863 16.853746993656667 690.5440963706174 2 7 0.42319230769230765 0.6537307692307692
41.79694337885863 16.861446993656667 691.0440963706174 2 7 0.42319230769230765 0.6537307692307692
45.99654337885863 19.870946993656666 826.0440963706174 2 7 0.42319230769230765 0.6537307692307692
46.14954337885864 19.987146993656665 831.0440963706174 2 7 0.42319230769230765 0.6537307692307692
52.092643378858625 24.368946993656667 1026.0440963706174 2 7 0.42319230769230765 0.6537307692307692
52.23834337885863 24.464146993656666 1031.0440963706174 2 7 0.42319230769230765 0.6537307692307692
58.15794337885863 28.789546993656664 1226.0440963706174 2 7 0.42319230769230765 0.6537307692307692
58.327143378858636 28.941046993656663 1231.0440963706174 2 7 0.42319230769230765 0.6537307692307692
-9.463101124234957 25.605827401509025 -516.6434865956766 3 5 0.26934615384615385 0.4998846153846154
-41.394901124234956 67.86692740150903 -895.2624865956766 3 5 0.26934615384615385 0.4998846153846154
-49.55860112423496 79.27312740150902 -995.2624865956766 3 5 0.26934615384615385 0.4998846153846154
-58.890801124234955 92.55382740150901 -1111.2624865956766 3 5 0.26934615384615385 0.4998846153846154
-59.199901124234955 93.01732740150902 -1115.2624865956766 3 5 0.26934615384615385 0.4998846153846154
-69.93880112423496 108.77072740150902 -1251.2624865956766 3 5 0.26934615384615385 0.4998846153846154
-70.25530112423496 109.22672740150901 -1255.2624865956766 3 5 0.26934615384615385 0.4998846153846154
-80.73060112423495 125.23172740150903 -1391.2624865956766 3 5 0.26934615384615385 0.4998846153846154
-130.59790112423497 209.34872740150902 -2088.762486595677 3 5 0.26934615384615385 0.4998846153846154
-154.02390112423495 252.82872740150904 -2438.762486595677 3 5 0.26934615384615385 0.4998846153846154
-180.66290112423496 304.249727401509 -2838.762486595677 3 5 0.26934615384615385 0.4998846153846154
-207.18490112423495 356.229727401509 -3247.762486595677 3 5 0.26934615384615385 0.4998846153846154
41.71349887576504 -35.06377259849098 304.2375134043234 4 5 0.26934615384615385 0.4998846153846154
41.74479887576504 -35.09187259849098 304.7375134043234 4 5 0.26934615384615385 0.4998846153846154
41.94699887576505 -35.35997259849098 308.7375134043234 4 5 0.26934615384615385 0.4998846153846154
46.922298875765044 -41.77527259849098 408.7375134043234 4 5 0.26934615384615385 0.4998846153846154
52.75969887576504 -49.61087259849098 528.7375134043234 4 5 0.26934615384615385 0.4998846153846154
59.307998875765044 -58.89467259849098 668.7375134043234 4 5 0.26934615384615385 0.4998846153846154
65.76389887576505 -68.37827259849098 808.7375134043234 4 5 0.26934615384615385 0.4998846153846154
74.54699887576504 -81.80377259849098 1004.7375134043234 4 5 0.26934615384615385 0.4998846153846154
74.70549887576504 -82.09187259849097 1008.7375134043234 4 5 0.26934615384615385 0.4998846153846154
82.96489887576504 -95.59647259849098 1204.7375134043234 4 5 0.26934615384615385 0.4998846153846154
83.15279887576504 -95.86487259849099 1208.7375134043234 4 5 0.26934615384615385 0.4998846153846154
7.013582466042035 -22.35567915505356 281.6464454888897 5 6 0.3462692307692308 0.5768076923076924
38.893182466042035 -45.19807915505356 422.0554454888897 5 6 0.3462692307692308 0.5768076923076924
75.14308246604203 -68.88297915505356 576.7714454888896 5 6 0.3462692307692308 0.5768076923076924
76.93568246604204 -69.99937915505356 584.3144454888898 5 6 0.3462692307692308 0.5768076923076924
117.79738246604204 -94.19857915505357 753.4514454888897 5 6 0.3462692307692308 0.5768076923076924
202.09138246604203 -136.90857915505356 1089.0514454888898 5 6 0.3462692307692308 0.5768076923076924
275.6593824660421 -167.96357915505357 1373.9514454888897 5 6 0.3462692307692308 0.5768076923076924
351.34638246604203 -193.89257915505357 1656.9514454888897 5 6 0.3462692307692308 0.5768076923076924
434.14038246604207 -216.97657915505357 1959.9514454888897 5 6 0.3462692307692308 0.5768076923076924
530.041382466042 -239.54757915505357 2303.9514454888895 5 6 0.3462692307692308 0.5768076923076924
757.345382466042 -291.76857915505354 3099.9514454888895 5 6 0.3462692307692308 0.5768076923076924
-5.890259637338341 -22.671567575626117 -276.6475387747888 6 13 0.8847307692307692 1.0
-5.9496196373383405 -25.108267575626115 -288.5275387747888 6 13 0.8847307692307692 1.0
-5.720769637338341 -61.92756757562612 -468.6765387747888 6 13 0.8847307692307692 1.0
-2.7128696373383407 -111.89466757562613 -713.6045387747888 6 13 0.8847307692307692 1.0
-2.6383696373383403 -112.70166757562612 -717.6045387747888 6 13 0.8847307692307692 1.0
-0.5753696373383406 -132.1446675756261 -813.6045387747888 6 13 0.8847307692307692 1.0
2.640620362661659 -156.2346675756261 -933.6045387747888 6 13 0.8847307692307692 1.0
18.62218036266166 -236.3436675756261 -1334.1045387747888 6 13 0.8847307692307692 1.0
34.34738036266166 -291.28966757562614 -1614.1045387747888 6 13 0.8847307692307692 1.0
55.67508036266166 -348.8026675756261 -1914.1045387747888 6 13 0.8847307692307692 1.0
85.38578036266165 -415.1076675756261 -2267.104538774789 6 13 0.8847307692307692 1.0
123.13408036266165 -489.94566757562615 -2670.104538774789 6 13 0.8847307692307692 1.0
161.37508036266166 -562.3136675756261 -3061.104538774789 6 13 0.8847307692307692 1.0
-27.192445106624678 -24.773972325877743 243.94465510767378 7 10 0.6539615384615385 0.8845000000000001
-61.006645106624674 -45.529572325877744 154.74525510767378 7 10 0.6539615384615385 0.8845000000000001
-97.05344510662468 -70.24877232587775 56.0342551076738 7 10 0.6539615384615385 0.8845000000000001
-141.71004510662468 -105.22997232587775 -72.39774489232622 7 10 0.6539615384615385 0.8845000000000001
-205.8700451066247 -166.05557232587773 -273.3297448923262 7 10 0.6539615384615385 0.8845000000000001
-271.8120451066247 -245.01557232587774 -507.12974489232624 7 10 0.6539615384615385 0.8845000000000001
-360.3520451066247 -396.22357232587774 -907.0297448923262 7 10 0.6539615384615385 0.8845000000000001
-403.5300451066247 -508.96557232587776 -1184.029744892326 7 10 0.6539615384615385 0.8845000000000001
-430.1790451066247 -629.3365723258777 -1480.029744892326 7 10 0.6539615384615385 0.8845000000000001
-446.2250451066247 -781.2185723258777 -1830.029744892326 7 10 0.6539615384615385 0.8845000000000001
-445.9190451066247 -781.5675723258777 -1833.029744892326 7 10 0.6539615384615385 0.8845000000000001
-448.4840451066247 -789.5655723258777 -1841.029744892326 7 10 0.6539615384615385 0.8845000000000001
-48.97591753395797 -7.536519155053562 853.4514454888897 8 6 0.3462692307692308 0.5768076923076924
-49.14611753395796 -7.609289155053562 857.9514454888897 8 6 0.3462692307692308 0.5768076923076924
-53.99631753395796 -8.638979155053562 973.4514454888897 8 6 0.3462692307692308 0.5768076923076924
-54.19421753395796 -8.708749155053562 977.9514454888897 8 6 0.3462692307692308 0.5768076923076924
-59.794117533957966 -10.030899155053561 1113.4514454888897 8 6 0.3462692307692308 0.5768076923076924
-60.007717533957965 -10.119219155053562 1117.9514454888897 8 6 0.3462692307692308 0.5768076923076924
-65.63491753395796 -11.484569155053562 1253.4514454888897 8 6 0.3462692307692308 0.5768076923076924
-65.82071753395796 -11.536089155053562 1257.9514454888897 8 6 0.3462692307692308 0.5768076923076924
-73.89031753395795 -13.723579155053562 1453.4514454888897 8 6 0.3462692307692308 0.5768076923076924
-74.05111753395796 -13.782379155053562 1457.9514454888897 8 6 0.3462692307692308 0.5768076923076924
-82.16541753395796 -16.121679155053563 1653.4514454888897 8 6 0.3462692307692308 0.5768076923076924
-24.43524510662468 -28.08927232587774 -383.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-24.608645106624678 -28.20477232587774 -387.5297448923262 9 10 0.6539615384615385 0.8845000000000001
-24.62654510662468 -28.223672325877743 -388.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-28.86084510662468 -31.094472325877742 -503.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-29.07604510662468 -31.234872325877742 -508.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-34.05394510662468 -34.56997232587774 -643.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-34.27434510662468 -34.68827232587774 -648.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-39.29924510662468 -37.96027232587774 -783.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-39.498845106624685 -38.09847232587774 -788.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-46.97294510662468 -42.66277232587774 -983.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-47.19004510662468 -42.76037232587774 -988.0297448923262 9 10 0.6539615384615385 0.8845000000000001
-54.72464510662468 -47.17837232587774 -1183.029744892326 9 10 0.6539615384615385 0.8845000000000001
-54.95054510662467 -47.28437232587774 -1188.029744892326 9 10 0.6539615384615385 0.8845000000000001
23.21534610188168 31.31910720451421 1103.7111153008282 10 11 0.7308846153846154 0.9614230769230769
27.50134610188168 33.82790720451421 1239.2111153008282 10 11 0.7308846153846154 0.9614230769230769
27.63614610188168 33.90790720451421 1243.7111153008282 10 11 0.7308846153846154 0.9614230769230769
27.66134610188168 33.89220720451421 1244.2111153008282 10 11 0.7308846153846154 0.9614230769230769
31.96864610188168 36.38950720451421 1379.2111153008282 10 11 0.7308846153846154 0.9614230769230769
32.10494610188168 36.46250720451421 1383.7111153008282 10 11 0.7308846153846154 0.9614230769230769
32.09544610188168 36.495607204514215 1384.2111153008282 10 11 0.7308846153846154 0.9614230769230769
38.313946101881676 40.101907204514205 1579.2111153008282 10 11 0.7308846153846154 0.9614230769230769
38.45124610188168 40.17360720451421 1583.7111153008282 10 11 0.7308846153846154 0.9614230769230769
44.61704610188168 43.847207204514206 1779.2111153008282 10 11 0.7308846153846154 0.9614230769230769
